"movie_title","director_name","title_year","color","num_critic_for_reviews","duration","gross","genres","language","country","content_rating","budget","imdb_score"
"The Mask of Zorro ","Martin Campbell",1998,"Color",156,136,93771072,"Action|Adventure|Comedy|Romance|Thriller|Western","English","USA","PG-13",65000000,6.7
"Lars and the Real Girl ","Craig Gillespie",2007,"Color",226,106,5949693,"Comedy|Drama|Romance","English","USA","PG-13",12000000,7.4
"Conan the Barbarian ","John Milius",1982,"Color",166,129,37567440,"Adventure|Fantasy","English","USA","R",20000000,6.9
"Valiant ","Gary Chapman",2005,"Color",93,76,19447478,"Adventure|Animation|Comedy|Family|War","English","UK","G",35000000,5.6
"The Purge: Anarchy ","James DeMonaco",2014,"Color",285,103,71519230,"Action|Horror|Sci-Fi|Thriller","English","USA","R",9000000,6.5
"The Simpsons Movie ","David Silverman",2007,"Color",299,87,183132370,"Adventure|Animation|Comedy","English","USA","PG-13",75000000,7.4
"Hercules ","Brett Ratner",2014,"Color",245,101,72660029,"Action|Adventure","English","USA","PG-13",100000000,6
"Stone ","John Curran",2010,"Color",138,105,1796024,"Drama|Thriller","English","USA","R",22000000,5.4
"Little Children ","Todd Field",2006,"Color",251,137,5459824,"Drama|Romance","English","USA","R",26000000,7.6
"Space Chimps ","Kirk De Micco",2008,"Color",85,81,30105968,"Adventure|Animation|Comedy|Family|Sci-Fi","English","USA","G",37000000,4.5
"Enemy of the State ","Tony Scott",1998,"Color",81,140,111544445,"Action|Crime|Drama|Mystery|Thriller","English","USA","R",90000000,7.3
"The Virgin Suicides ","Sofia Coppola",1999,"Color",152,90,4859475,"Drama|Romance","English","USA","R",6000000,7.2
"Bad Lieutenant: Port of Call New Orleans ","Werner Herzog",2009,"Color",280,122,1697956,"Crime|Drama","English","USA","R",20000000,6.7
"Source Code ","Duncan Jones",2011,"Color",522,93,54696902,"Mystery|Sci-Fi|Thriller","English","USA","PG-13",32000000,7.5
"Funny Games ","Michael Haneke",2007,"Color",250,111,1294640,"Crime|Drama|Horror|Thriller","English","USA","R",15000000,6.5
"Extraordinary Measures ","Tom Vaughan",2010,"Color",126,106,11854694,"Drama","English","USA","PG",31000000,6.5
"Victor Frankenstein ","Paul McGuigan",2015,"Color",159,110,5773519,"Drama|Horror|Sci-Fi|Thriller","English","USA","PG-13",40000000,6
"Grudge Match ","Peter Segal",2013,"Color",211,113,29802761,"Comedy|Sport","English","USA","PG-13",40000000,6.4
"Date Night ","Shawn Levy",2010,"Color",247,101,98711404,"Comedy|Crime|Romance|Thriller","English","USA","PG-13",55000000,6.3
"The Fourth Kind ","Olatunde Osunsanmi",2009,"Color",183,98,25464480,"Mystery|Sci-Fi|Thriller","English","USA","PG-13",10000000,5.9
"Antarctica: A Year on Ice ","Anthony Powell",2013,"Color",31,91,287761,"Adventure|Biography|Documentary|Drama","English","New Zealand","PG",1000000,7.6
"Legend ","Brian Helgeland",2015,"Color",260,132,1865774,"Biography|Crime|Drama|History|Thriller","English","UK","R",30000000,7
"Big Momma's House 2 ","John Whitesell",2006,"Color",65,99,70163652,"Comedy|Crime","English","USA","PG-13",40000000,4.6
"The Dangerous Lives of Altar Boys ","Peter Care",2002,"Color",78,104,1779284,"Comedy|Drama","English","USA","R",12000000,7.1
"27 Dresses ","Anne Fletcher",2008,"Color",175,111,76806312,"Comedy|Romance","English","USA","PG-13",30000000,6.1
"Yes ","Sally Potter",2004,"Color",76,100,396035,"Drama|Romance","English","UK","R",1000000,6.9
"Center Stage ","Nicholas Hytner",2000,"Color",68,115,17174870,"Drama|Music|Romance","English","USA","PG-13",18000000,6.7
"Air Force One ","Wolfgang Petersen",1997,"Color",142,124,172620724,"Action|Adventure|Drama|Thriller","English","USA","R",85000000,6.4
"Run All Night ","Jaume Collet-Serra",2015,"Color",236,114,26442251,"Action|Crime|Drama|Thriller","English","USA","R",50000000,6.6
"I Got the Hook Up ","Michael Martin",1998,"Color",19,93,10305534,"Comedy","English","USA","R",3500000,3.9
"Shark Tale ","Bibo Bergeron",2004,"Color",143,90,160762022,"Adventure|Animation|Comedy|Family","English","USA","PG",75000000,6
"Fahrenheit 9/11 ","Michael Moore",2004,"Color",288,122,119078393,"Documentary|Drama|War","English","USA","R",6000000,7.5
"Why Did I Get Married? ","Tyler Perry",2007,"Color",41,113,55184721,"Comedy|Drama","English","USA","PG-13",15000000,5.6
"The Contender ","Rod Lurie",2000,"Color",136,126,17804273,"Drama|Thriller","English","USA","R",20000000,7
"Urbania ","Jon Shear",2000,"Color",38,106,1027119,"Drama","English","USA","R",225000,7
"April Fool's Day ","Fred Walton",1986,"Color",96,89,12947763,"Horror|Mystery","English","USA","R",5000000,6.2
"Around the World in 80 Days ","Frank Coraci",2004,"Color",188,120,24004159,"Action|Adventure|Comedy","English","USA","PG",110000000,5.8
"The Devil's Own ","Alan J. Pakula",1997,"Color",66,111,42877165,"Action|Crime|Drama|Thriller","English","USA","R",86000000,6.1
"Spotlight ","Tom McCarthy",2015,"Color",474,128,44988180,"Biography|Crime|Drama|History","English","USA","R",20000000,8.1
"The Beach ","Danny Boyle",2000,"Color",118,119,39778599,"Adventure|Drama|Thriller","English","USA","R",50000000,6.6
"Black Snake Moan ","Craig Brewer",2006," Black and White",197,116,9396487,"Drama|Music","English","USA","R",15000000,7
"The Shaggy Dog ","Brian Robbins",2006,"Color",76,98,61112916,"Comedy|Family|Fantasy","English","USA","PG",50000000,4.4
"The Cure ","Kiyoshi Kurosawa",1997,"Color",78,111,94596,"Crime|Horror|Mystery|Thriller","Japanese","Japan","",1000000,7.4
"Kung Pow: Enter the Fist ","Steve Oedekerk",2002,"Color",63,81,16033556,"Action|Comedy","English","USA","PG-13",10000000,6.2
"Boys Don't Cry ","Kimberly Peirce",1999,"Color",123,118,11533945,"Biography|Crime|Drama|Romance","English","USA","R",2000000,7.6
"Mortal Kombat: Annihilation ","John R. Leonetti",1997,"Color",59,95,35927406,"Action|Adventure|Fantasy|Sci-Fi|Thriller","English","USA","PG-13",30000000,3.7
"Mulholland Drive ","David Lynch",2001,"Color",252,147,7219578,"Drama|Mystery|Thriller","English","France","R",15000000,8
"UHF ","Jay Levey",1989,"Color",59,150,6157157,"Comedy|Drama","English","USA","PG-13",5000000,7
"Nebraska ","Alexander Payne",2013," Black and White",433,115,17613460,"Adventure|Comedy|Drama","English","USA","R",12000000,7.8
"Machete Kills ","Robert Rodriguez",2013,"Color",260,107,7268659,"Action|Comedy|Crime|Thriller","English","Russia","R",20000000,5.6
"Blue Jasmine ","Woody Allen",2013,"Color",415,98,33404871,"Drama","English","USA","PG-13",18000000,7.3
"The Artist ","Michel Hazanavicius",2011," Black and White",576,100,44667095,"Comedy|Drama|Romance","English","France","PG-13",15000000,8
"Gettysburg ","Ron Maxwell",1993,"Color",22,271,10769960,"Drama|History|War","English","USA","PG",25000000,7.7
"The Monuments Men ","George Clooney",2014,"Color",371,118,78031620,"Drama|War","English","USA","PG-13",70000000,6.1
"Diary of a Mad Black Woman ","Darren Grant",2005,"Color",62,116,50382128,"Comedy|Drama|Romance","English","USA","PG-13",5500000,5.6
"The Saint ","Phillip Noyce",1997,"Color",64,116,61355436,"Action|Adventure|Romance|Sci-Fi|Thriller","English","USA","PG-13",68000000,6.2
"Planet of the Apes ","Tim Burton",2001,"Color",230,119,180011740,"Action|Adventure|Sci-Fi|Thriller","English","USA","PG-13",100000000,5.7
"From Russia with Love ","Terence Young",1963,"Color",167,115,24800000,"Action|Adventure|Thriller","English","UK","Approved",2000000,7.5
"When a Stranger Calls ","Simon West",2006,"Color",152,87,47860214,"Horror|Thriller","English","USA","PG-13",15000000,5
"Zoom ","Peter Hewitt",2006,"Color",63,83,11631245,"Action|Adventure|Family|Sci-Fi","English","USA","PG",35000000,4.2
"South Park: Bigger Longer & Uncut ","Trey Parker",1999,"Color",163,81,52008288,"Animation|Comedy|Fantasy|Musical","English","USA","R",21000000,7.8
"Saw II ","Darren Lynn Bousman",2005,"Color",250,95,87025093,"Horror|Mystery","English","USA","R",4000000,6.6
"Practical Magic ","Griffin Dunne",1998,"Color",92,104,46611204,"Comedy|Drama|Fantasy|Romance","English","USA","PG-13",48000000,6.1
"The Possession ","Ole Bornedal",2012,"Color",264,92,49122319,"Horror|Thriller","English","USA","PG-13",14000000,5.9
"The Texas Chain Saw Massacre ","Tobe Hooper",1974,"Color",277,88,30859000,"Horror|Thriller","English","USA","R",83532,7.5
"Basquiat ","Julian Schnabel",1996,"Color",42,108,2961991,"Biography|Drama","English","USA","R",3300000,6.9
"Birdman or (The Unexpected Virtue of Ignorance) ","Alejandro G. Iñárritu",2014,"Color",588,119,42335698,"Comedy|Drama|Romance","English","USA","R",18000000,7.8
"The Angry Birds Movie ","Clay Kaytis",2016,"Color",141,97,107225164,"Action|Animation|Comedy|Family","English","USA","PG",73000000,6.3
"Austin Powers: The Spy Who Shagged Me ","Jay Roach",1999,"Color",199,95,205399422,"Action|Adventure|Comedy|Crime","English","USA","PG-13",33000000,6.6
"Shall We Dance ","Peter Chelsom",2004,"Color",118,106,57887882,"Comedy|Drama|Romance","English","USA","PG-13",50000000,6.1
"Sling Blade ","Billy Bob Thornton",1996,"Color",104,148,24475416,"Drama","English","USA","R",890000,8
"The Smurfs ","Raja Gosnell",2011,"Color",172,103,142614158,"Adventure|Animation|Comedy|Family|Fantasy","English","USA","PG",110000000,5.5
"Barbershop ","Tim Story",2002,"Color",91,102,75074950,"Comedy|Drama","English","USA","PG-13",12000000,6.3
"Four Rooms ","Allison Anders",1995,"Color",51,110,4301331,"Comedy|Fantasy","English","USA","R",4000000,6.7
"The Quiet American ","Phillip Noyce",2002,"Color",149,101,12987647,"Drama|Mystery|Romance|Thriller|War","English","UK","R",30000000,7.1
"Extract ","Mike Judge",2009,"Color",192,92,10814185,"Comedy|Crime|Romance","English","USA","R",8000000,6.2
"Superman III ","Richard Lester",1983,"Color",95,125,60000000,"Action|Comedy|Sci-Fi","English","UK","PG",39000000,4.9
"Radio ","Michael Tollin",2003,"Color",74,109,52277485,"Biography|Drama|Sport","English","USA","PG",35000000,6.9
"Ray ","Taylor Hackford",2004,"Color",209,178,75305995,"Biography|Drama|Music","English","USA","PG-13",40000000,7.7
"Control ","Anton Corbijn",2007," Black and White",183,122,871577,"Biography|Drama|Music","English","UK","R",4500000,7.7
"8 Heads in a Duffel Bag ","Tom Schulman",1997,"Color",30,95,3559990,"Comedy|Crime","English","USA","R",3000000,5.3
"American Psycho ","Mary Harron",2000,"Color",288,102,15047419,"Crime|Drama","English","USA","R",7000000,7.6
"Ice Age ","Chris Wedge",2002,"Color",193,103,176387405,"Adventure|Animation|Comedy|Family","English","USA","PG",59000000,7.6
"The Second Mother ","Anna Muylaert",2015,"Color",111,112,375723,"Comedy|Drama","Portuguese","Brazil","R",4000000,7.9
"Hoop Dreams ","Steve James",1994,"Color",53,170,7830611,"Documentary|Drama|Sport","English","USA","PG-13",700000,8.3
"Righteous Kill ","Jon Avnet",2008,"Color",198,101,40076438,"Action|Crime|Drama|Mystery|Thriller","English","USA","R",60000000,6
"Rubber ","Quentin Dupieux",2010,"Color",230,82,98017,"Comedy|Fantasy|Horror","English","France","R",500000,5.8
"End of the Spear ","Jim Hanon",2005,"Color",47,108,11703287,"Adventure|Drama","English","USA","PG-13",10000000,7
"Creative Control ","Benjamin Dickinson",2015,"Color",36,97,62480,"Drama|Sci-Fi","English","USA","R",1000000,5.5
"RED 2 ","Dean Parisot",2013,"Color",234,116,53215979,"Action|Comedy|Crime|Thriller","English","USA","PG-13",84000000,6.7
"City by the Sea ","Michael Caton-Jones",2002,"Color",104,108,22433915,"Crime|Drama|Mystery|Thriller","English","USA","R",60000000,6.2
"The Sum of All Fears ","Phil Alden Robinson",2002,"Color",176,124,118471320,"Action|Drama|Thriller","English","USA","PG-13",68000000,6.4
"Stripes ","Ivan Reitman",1981,"Color",52,117,85300000,"Action|Comedy|War","English","USA","R",10000000,6.9
"One to Another ","Pascal Arnold",2006,"Color",14,95,18435,"Drama","French","France","Unrated",1400000,5.8
"The Twilight Saga: New Moon ","Chris Weitz",2009,"Color",299,130,296623634,"Adventure|Drama|Fantasy|Romance","English","USA","PG-13",50000000,4.6
"Fear and Loathing in Las Vegas ","Terry Gilliam",1998,"Color",156,118,10562387,"Adventure|Comedy|Drama","English","USA","R",18500000,7.7
"Kingdom of the Spiders ","John 'Bud' Cardos",1977,"Color",95,97,17000000,"Horror|Sci-Fi","English","USA","PG",500000,5.9
"March of the Penguins ","Luc Jacquet",2005,"Color",169,80,77413017,"Documentary","French","France","G",8000000,7.6
"Harold & Kumar Go to White Castle ","Danny Leiner",2004,"Color",150,88,18225165,"Adventure|Comedy","English","USA","R",9000000,7.1
"Halloween 5 ","Dominique Othenin-Girard",1989,"Color",137,96,11642254,"Horror|Thriller","English","USA","X",3000000,5.2
"Raising Victor Vargas ","Peter Sollett",2002,"Color",59,88,2073984,"Drama|Romance","English","France","R",800000,7.2
"Twilight ","Catherine Hardwicke",2008,"Color",350,122,191449475,"Drama|Fantasy|Romance","English","USA","PG-13",37000000,5.2
"Severance ","Christopher Smith",2006,"Color",200,90,136432,"Comedy|Horror|Thriller","English","UK","R",5000000,6.6
"El crimen del padre Amaro ","Carlos Carrera",2002,"Color",85,118,5709616,"Drama|Romance","Spanish","Mexico","R",1800000,6.8
"Casa de mi Padre ","Matt Piedmont",2012,"Color",133,84,5895238,"Comedy|Western","Spanish","USA","R",6000000,5.5
"Orgazmo ","Trey Parker",1997,"Color",59,92,582024,"Comedy|Sci-Fi","English","USA","NC-17",1000000,6.2
"Fury ","David Ayer",2014,"Color",406,134,85707116,"Action|Drama|War","English","USA","R",68000000,7.6
"Arthur Christmas ","Sarah Smith",2011,"Color",190,97,46440491,"Adventure|Animation|Comedy|Family|Fantasy","English","UK","PG",100000000,7.1
"Good ","Vicente Amorim",2008,"Color",67,92,23091,"Drama|Romance|War","English","UK","R",15000000,6.2
"Love Happens ","Brandon Camp",2009,"Color",111,109,22927390,"Drama|Romance","English","USA","PG-13",18000000,5.6
"The Family Man ","Brett Ratner",2000,"Color",121,125,75764085,"Comedy|Drama|Fantasy|Romance","English","USA","PG-13",60000000,6.7
"Shade ","Damian Nieman",2003,"Color",25,101,10696,"Crime|Thriller","English","USA","R",6800000,6.4
"Bridge of Spies ","Steven Spielberg",2015,"Color",459,142,72306065,"Drama|History|Thriller","English","USA","PG-13",40000000,7.6
"Crooklyn ","Spike Lee",1994,"Color",25,115,13640000,"Comedy|Drama","English","USA","PG-13",14000000,6.9
"EuroTrip ","Jeff Schaffer",2004,"Color",92,93,17718223,"Comedy","English","USA","R",25000000,6.6
"Syriana ","Stephen Gaghan",2005,"Color",358,128,50815288,"Drama|Thriller","English","USA","R",50000000,7
"Her ","Spike Jonze",2013,"Color",574,126,25556065,"Drama|Romance|Sci-Fi","English","USA","R",23000000,8
"The Curse of the Jade Scorpion ","Woody Allen",2001,"Color",116,103,7496522,"Comedy|Crime|Mystery|Romance","English","USA","PG-13",26000000,6.8
"An American Carol ","David Zucker",2008,"Color",45,83,7001720,"Comedy|Fantasy","English","USA","PG-13",12000000,4.3
"Bill & Ted's Bogus Journey ","Peter Hewitt",1991,"Color",43,93,38037513,"Adventure|Comedy|Fantasy|Music|Sci-Fi","English","USA","PG",20000000,6.2
"Poltergeist ","Tobe Hooper",1982,"Color",223,120,76600000,"Fantasy|Horror","English","USA","PG",10700000,7.4
"Due Date ","Todd Phillips",2010,"Color",307,95,100448498,"Comedy|Drama","English","USA","R",65000000,6.6
"Sleepover ","Joe Nussbaum",2004,"Color",52,89,8070311,"Comedy|Romance","English","USA","PG",10000000,5.3
"Fiddler on the Roof ","Norman Jewison",1971,"Color",66,181,50000000,"Drama|Family|Musical|Romance","English","USA","G",9000000,8
"The Big Hit ","Kirk Wong",1998,"Color",57,91,27052167,"Action|Comedy|Crime|Thriller","English","USA","R",13000000,6.1
"The Karate Kid ","John G. Avildsen",1984,"Color",81,126,90800000,"Action|Drama|Family|Sport","English","USA","PG",8000000,7.2
"Kiss the Girls ","Gary Fleder",1997,"Color",83,115,60491560,"Crime|Drama|Mystery|Thriller","English","USA","R",27000000,6.6
"DragonHeart ","Rob Cohen",1996,"Color",60,103,51317350,"Action|Adventure|Fantasy","English","USA","PG-13",57000000,6.4
"Courageous ","Alex Kendrick",2011,"Color",34,129,34522221,"Drama","English","USA","PG-13",2000000,7
"The Man ","Les Mayfield",2005,"Color",72,83,8326035,"Action|Comedy|Crime","English","Germany","PG-13",33000000,5.5
"Suspect Zero ","E. Elias Merhige",2004,"Color",101,99,8712564,"Crime|Drama|Mystery|Thriller","English","USA","R",27000000,5.9
"Donnie Darko ","Richard Kelly",2001,"Color",283,133,727883,"Drama|Sci-Fi|Thriller","English","USA","R",4500000,8.1
"King's Ransom ","Jeffrey W. Byrd",2005,"Color",23,95,4006906,"Comedy|Crime","English","USA","PG-13",15000000,4.1
"Dracula Untold ","Gary Shore",2014,"Color",261,92,55942830,"Action|Drama|Fantasy|Horror|War","English","USA","PG-13",70000000,6.3
"Sweet Sweetback's Baadasssss Song ","Melvin Van Peebles",1971,"Color",38,97,15180000,"Crime|Drama|Thriller","English","USA","R",500000,5.5
"Kate & Leopold ","James Mangold",2001,"Color",125,123,47095453,"Comedy|Fantasy|Romance","English","USA","PG-13",48000000,6.4
"Larry Crowne ","Tom Hanks",2011,"Color",218,98,35565975,"Comedy|Drama|Romance","English","USA","PG-13",30000000,6.1
"Bringing Down the House ","Adam Shankman",2003,"Color",121,105,132541238,"Comedy","English","USA","PG-13",33000000,5.5
"The Lovely Bones ","Peter Jackson",2009,"Color",308,135,43982842,"Drama|Fantasy|Thriller","English","USA","PG-13",65000000,6.7
"Dark Water ","Walter Salles",2005,"Color",196,103,25472967,"Drama|Horror|Thriller","English","USA","PG-13",30000000,5.6
"Jeff, Who Lives at Home ","Jay Duplass",2011,"Color",182,83,4244155,"Comedy|Drama","English","USA","R",10000000,6.5
"Cry Freedom ","Richard Attenborough",1987,"Color",17,147,5899797,"Biography|Drama|History","English","UK","PG",29000000,7.5
"The Son of No One ","Dito Montiel",2011,"Color",62,90,28870,"Crime|Drama|Thriller","English","USA","R",15000000,5.1
